height,c,L,size,attack_cost
1779000,0.2,192,581650,2099
1779000,0.2,240,648187,2624
1779000,0.35,100,623628,1913
1779000,0.35,144,664428,2755
1779000,0.35,192,728982,3674
1779000,0.35,240,783209,4592
1779000,0.5,100,854759,2733
1779000,0.5,144,897425,3936
1779000,0.5,192,920956,5248
1779000,0.5,240,995215,6560
1779000,0.65,100,1269970,3553
1779000,0.65,144,1291779,5117
1779000,0.65,192,1294319,6822
1779000,0.65,240,1337693,8528
1779000,0.8,100,2249257,4373
1779000,0.8,144,2176318,6298
1779000,0.8,192,2144031,8397
1779000,0.8,240,2130649,10496
1804000,0.2,100,605682,1093
1804000,0.2,144,670370,1574
1804000,0.2,192,740756,2099
1804000,0.2,240,807537,2624
1804000,0.35,100,840260,1913
1804000,0.35,144,900336,2755
1804000,0.35,192,957570,3674
1804000,0.35,240,1030829,4592
1804000,0.5,100,1185862,2733
1804000,0.5,144,1226576,3936
1804000,0.5,192,1264503,5248
1804000,0.5,240,1336566,6560
1804000,0.65,100,1769252,3553
1804000,0.65,144,1782466,5117
1804000,0.65,192,1809705,6822
1804000,0.65,240,1863327,8528
1804000,0.8,100,3117377,4373
1804000,0.8,144,3107390,6298
1804000,0.8,192,3108342,8397
1804000,0.8,240,3136385,10496
1829000,0.2,100,598472,1093
1829000,0.2,144,664624,1574
1829000,0.2,192,739158,2099
1829000,0.2,240,816431,2624
1829000,0.35,100,853302,1913
1829000,0.35,144,893614,2755
1829000,0.35,192,965488,3674
1829000,0.35,240,1014835,4592
1829000,0.5,100,1193103,2733
1829000,0.5,144,1235525,3936
1829000,0.5,192,1275459,5248
1829000,0.5,240,1343862,6560
1829000,0.65,100,1749574,3553
1829000,0.65,144,1805244,5117
1829000,0.65,192,1826871,6822
1829000,0.65,240,1882933,8528
1829000,0.8,100,3171418,4373
1829000,0.8,144,3117078,6298
1829000,0.8,192,3136763,8397
1829000,0.8,240,3161878,10496
1854000,0.2,100,661682,1093
1854000,0.2,144,720026,1574
1854000,0.2,192,784068,2099
1854000,0.2,240,849141,2624
1854000,0.35,100,906326,1913
1854000,0.35,144,952982,2755
1854000,0.35,192,1036623,3674
1854000,0.35,240,1090307,4592
1854000,0.5,100,1271352,2733
1854000,0.5,144,1325730,3936
1854000,0.5,192,1383177,5248
1854000,0.5,240,1404732,6560
1854000,0.65,100,1908254,3553
1854000,0.65,144,1938359,5117
1854000,0.65,192,1997318,6822
1854000,0.65,240,2039716,8528
1854000,0.8,100,3404677,4373
1854000,0.8,144,3392738,6298
1854000,0.8,192,3365874,8397
1854000,0.8,240,3403189,10496
1879000,0.2,100,685632,1093
1879000,0.2,144,749887,1574
1879000,0.2,192,826129,2099
1879000,0.2,240,899742,2624
1879000,0.35,100,958831,1913
1879000,0.35,144,1012807,2755
1879000,0.35,192,1068089,3674
1879000,0.35,240,1155500,4592
1879000,0.5,100,1341353,2733
1879000,0.5,144,1387868,3936
1879000,0.5,192,1440002,5248
1879000,0.5,240,1521581,6560
1879000,0.65,100,1992830,3553
1879000,0.65,144,2034592,5117
1879000,0.65,192,2090867,6822
1879000,0.65,240,2122529,8528
1879000,0.8,100,3652854,4373
1879000,0.8,144,3601143,6298
1879000,0.8,192,3603071,8397
