height,sample_count,optimization_type,size
904000,538,none,2479918
929000,540,none,2796740
954000,541,none,3177679
979000,542,none,2979606
1004000,544,none,3053160
1029000,545,none,3366755
1054000,546,none,3057415
1079000,547,none,3447681
1104000,548,none,2942113
1129000,550,none,3192134
1154000,551,none,3208482
1179000,552,none,3472301
1204000,553,none,3377684
1229000,554,none,3325279
1254000,555,none,3533954
1279000,556,none,3518393
1304000,557,none,3584084
1329000,558,none,3748595
1354000,559,none,3414614
1379000,560,none,3534961
1404000,560,none,3640857
1429000,561,none,3650672
1454000,562,none,3540927
1479000,563,none,3822314
1504000,564,none,3769177
1529000,565,none,3826816
1554000,566,none,4032807
1579000,566,none,3585067
1604000,567,none,3270362
1629000,568,none,3776961
1654000,569,none,3641352
1679000,569,none,3750176
1704000,570,none,3213483
1729000,571,none,3542883
1754000,572,none,3445637
1779000,572,none,3811094
1804000,573,none,3527133
1829000,574,none,3456184
1854000,574,none,3768504
1879000,575,none,3885923
1904000,576,none,3683025
1929000,576,none,3821318
1954000,577,none,3439513
1979000,578,none,3800200
2004000,578,none,3805080
2029000,579,none,3844663
2054000,579,none,3767559
2079000,580,none,4198628
2104000,581,none,3662505
2129000,581,none,4008253
2154000,582,none,4110300
2179000,582,none,4010748
2204000,583,none,3934431
2229000,584,none,3622221
2254000,584,none,3834202
2279000,585,none,3602701
2304000,585,none,3779601
2329000,586,none,4091244
2354000,586,none,3751352
2379000,587,none,4068851
2404000,587,none,3920255
2429000,588,none,3816122
2454000,588,none,4169434
2479000,589,none,3970385
2504000,589,none,3857413
2529000,590,none,4032904
2554000,590,none,4007040
2579000,591,none,4506319
2604000,591,none,4359187
2629000,592,none,4258092
2654000,592,none,4090110
2679000,593,none,4083333
2704000,593,none,3886913
2729000,594,none,3887755
2754000,594,none,3973399
2779000,595,none,4050747
2804000,595,none,3865551
2829000,595,none,3825834
2854000,596,none,4050802
2879000,596,none,3807778
2904000,597,none,3948865
2929000,597,none,4079649
2954000,598,none,3949652
2979000,598,none,4293204
3004000,598,none,3938294
3029000,599,none,3925063
3054000,599,none,4435188
3079000,600,none,4039066
904000,538,none,2481382
929000,540,none,2796252
954000,541,none,3190367
979000,542,none,2951302
1004000,544,none,3042912
1029000,545,none,3377247
1054000,546,none,3070591
1079000,547,none,3433230
1104000,548,none,2932353
