height,sample_count,optimization_type,size
3379000,588,none,4243964
3404000,771,none,5545277
3429000,697,none,5080047
3454000,660,none,4866708
3479000,739,none,5641117
904000,135,none,452805
929000,316,none,1778164
954000,396,none,2183212
979000,439,none,2422013
1004000,544,none,3161984
1029000,482,none,2985874
1054000,481,none,3035595
1079000,504,none,3018804
1104000,485,none,3050211
1129000,567,none,3387537
1154000,210,none,1402726
1179000,485,none,3279327
1204000,604,none,3931008
1229000,524,none,3554508
1254000,610,none,4082862
1279000,507,none,2964069
1304000,439,none,2881517
1329000,516,none,3540404
1354000,505,none,3883351
1379000,568,none,3646232
1404000,499,none,3644389
