,height,c,L,size
7828,1904000,0.2,240,1157798
7827,1904000,0.2,240,1155114
7826,1904000,0.2,240,1157066
7825,1904000,0.2,240,1153162
7824,1904000,0.2,240,1155114
7823,1904000,0.2,240,1159506
7822,1904000,0.2,240,1157798
7821,1904000,0.2,240,1154626
7820,1904000,0.2,240,1155358
7819,1904000,0.2,240,1151454
7818,1904000,0.2,240,1147550
7817,1904000,0.2,240,1161702
7816,1904000,0.2,240,1155602
7815,1904000,0.2,240,1149502
7814,1904000,0.2,240,1140474
7813,1904000,0.2,240,1149990
7812,1904000,0.2,240,1139010
7811,1904000,0.2,240,1146818
7810,1904000,0.2,240,1155846
7809,1904000,0.2,240,1153894
7808,1904000,0.2,240,1158042
7807,1904000,0.2,240,1161214
7806,1904000,0.2,240,1156822
7805,1904000,0.2,240,1155358
7804,1904000,0.2,240,1149746
7803,1904000,0.2,240,1147062
7802,1904000,0.2,240,1148038
7801,1904000,0.2,240,1148526
7800,1904000,0.2,240,1146818
7799,1904000,0.5,100,1858094
7798,1904000,0.5,100,1846870
7797,1904000,0.5,100,1852482
7796,1904000,0.5,100,1855654
7795,1904000,0.5,100,1870294
7794,1904000,0.5,100,1865658
7793,1904000,0.5,100,1854190
7792,1904000,0.5,100,1861022
7791,1904000,0.5,100,1889814
7790,1904000,0.5,100,1862242
7789,1904000,0.5,100,1861998
7788,1904000,0.5,100,1840770
7787,1904000,0.5,100,1862730
7786,1904000,0.5,100,1860534
7785,1904000,0.5,100,1864926
7784,1904000,0.5,100,1869806
7783,1904000,0.5,100,1868342
7782,1904000,0.5,100,1862974
7781,1904000,0.5,100,1858094
7780,1904000,0.5,100,1878834
7779,1904000,0.5,100,1869806
7778,1904000,0.5,100,1851750
7777,1904000,0.5,100,1862974
7776,1904000,0.5,100,1872490
7775,1904000,0.5,100,1873954
7774,1904000,0.5,100,1864438
7773,1904000,0.5,100,1858094
7772,1904000,0.5,100,1867854
7771,1904000,0.5,100,1851750
7770,1904000,0.5,100,1892498
7769,1904000,0.5,144,1919981
7768,1904000,0.5,144,1888261
7767,1904000,0.5,144,1891677
7766,1904000,0.5,144,1909001
7765,1904000,0.5,144,1908757
7764,1904000,0.5,144,1885089
7763,1904000,0.5,144,1889237
7762,1904000,0.5,144,1891433
7761,1904000,0.5,144,1891189
7760,1904000,0.5,144,1903145
7759,1904000,0.5,144,1899729
7758,1904000,0.5,144,1900949
7757,1904000,0.5,144,1914125
7756,1904000,0.5,144,1890701
7755,1904000,0.5,144,1891921
7754,1904000,0.5,144,1896557
7753,1904000,0.5,144,1896069
7752,1904000,0.5,144,1906073
7751,1904000,0.5,144,1871425
7750,1904000,0.5,144,1890457
7749,1904000,0.5,144,1890213
7748,1904000,0.5,144,1898997
7747,1904000,0.5,144,1890213
7746,1904000,0.5,144,1907537
7745,1904000,0.5,144,1893141
7744,1904000,0.5,144,1878745
7743,1904000,0.5,144,1900949
7742,1904000,0.5,144,1897533
7741,1904000,0.5,144,1887285
7740,1904000,0.5,144,1901437
7739,1904000,0.5,192,1948691
7738,1904000,0.5,192,1956255
7737,1904000,0.5,192,1942591
7736,1904000,0.5,192,1939663
7735,1904000,0.5,192,1971627
7734,1904000,0.5,192,1944543
7733,1904000,0.5,192,1936979
7732,1904000,0.5,192,1948447
7731,1904000,0.5,192,1955035
7730,1904000,0.5,192,1953327
7729,1904000,0.5,192,1953815
7728,1904000,0.5,192,1958451
7727,1904000,0.5,192,1947959
7726,1904000,0.5,192,1932587
7725,1904000,0.5,192,1955035
7724,1904000,0.5,192,1933075
7723,1904000,0.5,192,1953327
7722,1904000,0.5,192,1941371
7721,1904000,0.5,192,1953083
7720,1904000,0.5,192,1953083
7719,1904000,0.5,192,1957719
7718,1904000,0.5,192,1950399
7717,1904000,0.5,192,1956743
7716,1904000,0.5,192,1945275
7715,1904000,0.5,192,1945031
7714,1904000,0.5,192,1949667
7713,1904000,0.5,192,1944299
7712,1904000,0.5,192,1943323
7711,1904000,0.5,192,1964307
7710,1904000,0.5,192,1947471
7709,1904000,0.5,240,2031490
7708,1904000,0.5,240,2010506
7707,1904000,0.5,240,2018070
7706,1904000,0.5,240,2007578
7705,1904000,0.5,240,2023194
7704,1904000,0.5,240,2017826
7703,1904000,0.5,240,2016118
7702,1904000,0.5,240,2016118
7701,1904000,0.5,240,2021242
7700,1904000,0.5,240,2019778
7699,1904000,0.5,240,2020266
7698,1904000,0.5,240,2011726
7697,1904000,0.5,240,2019046
7696,1904000,0.5,240,2002942
7695,1904000,0.5,240,2019290
7694,1904000,0.5,240,2010262
7693,1904000,0.5,240,2007334
7692,1904000,0.5,240,2012458
7691,1904000,0.5,240,2013922
7690,1904000,0.5,240,1999282
7689,1904000,0.5,240,2028318
7688,1904000,0.5,240,2009530
7687,1904000,0.5,240,2029294
7686,1904000,0.5,240,1996354
7685,1904000,0.5,240,2004894
7684,1904000,0.5,240,2021974
7683,1904000,0.5,240,2016118
7682,1904000,0.5,240,2028562
7681,1904000,0.5,240,1998062
7680,1904000,0.5,240,2027098
7679,1904000,0.8,100,5152820
7678,1904000,0.8,100,5158920
7677,1904000,0.8,100,5140132
7676,1904000,0.8,100,5156236
7675,1904000,0.8,100,5136716
7674,1904000,0.8,100,5132324
7673,1904000,0.8,100,5132568
7672,1904000,0.8,100,5164044
7671,1904000,0.8,100,5165264
7670,1904000,0.8,100,5174292
7669,1904000,0.8,100,5151844
7668,1904000,0.8,100,5149404
7667,1904000,0.8,100,5160872
7666,1904000,0.8,100,5171120
7665,1904000,0.8,100,5142572
7664,1904000,0.8,100,5156236
7663,1904000,0.8,100,5186248
7662,1904000,0.8,100,5146476
7661,1904000,0.8,100,5176000
7660,1904000,0.8,100,5169900
7659,1904000,0.8,100,5174780
7658,1904000,0.8,100,5173804
7657,1904000,0.8,100,5132080
7656,1904000,0.8,100,5166484
7655,1904000,0.8,100,5162092
7654,1904000,0.8,100,5137448
7653,1904000,0.8,100,5143548
7652,1904000,0.8,100,5151844
7651,1904000,0.8,100,5166728
7650,1904000,0.8,100,5177952
7649,1904000,0.8,144,5053529
7648,1904000,0.8,144,5084517
7647,1904000,0.8,144,5070853
7646,1904000,0.8,144,5089641
7645,1904000,0.8,144,5044501
7644,1904000,0.8,144,5075489
7643,1904000,0.8,144,5081833
7642,1904000,0.8,144,5057433
7641,1904000,0.8,144,5045477
7640,1904000,0.8,144,5063045
7639,1904000,0.8,144,5093789
7638,1904000,0.8,144,5060117
7637,1904000,0.8,144,5062801
7636,1904000,0.8,144,5082077
7635,1904000,0.8,144,5056945
7634,1904000,0.8,144,5078661
7633,1904000,0.8,144,5083541
7632,1904000,0.8,144,5049869
7631,1904000,0.8,144,5078417
7630,1904000,0.8,144,5099645
7629,1904000,0.8,144,5053285
7628,1904000,0.8,144,5087445
7627,1904000,0.8,144,5040841
7626,1904000,0.8,144,5069389
7625,1904000,0.8,144,5073049
7624,1904000,0.8,144,5071097
7623,1904000,0.8,144,5060361
7622,1904000,0.8,144,5056213
7621,1904000,0.8,144,5095497
7620,1904000,0.8,144,5081101
7619,1904000,0.8,192,5003186
7618,1904000,0.8,192,5037346
7617,1904000,0.8,192,5048326
7616,1904000,0.8,192,5019534
7615,1904000,0.8,192,5040762
7614,1904000,0.8,192,5034418
7613,1904000,0.8,192,5025390
7612,1904000,0.8,192,5054182
7611,1904000,0.8,192,5030026
7610,1904000,0.8,192,5053450
7609,1904000,0.8,192,5026854
7608,1904000,0.8,192,5010262
7607,1904000,0.8,192,5027586
7606,1904000,0.8,192,5031734
7605,1904000,0.8,192,5047594
7604,1904000,0.8,192,5048082
7603,1904000,0.8,192,5046618
7602,1904000,0.8,192,5039786
7601,1904000,0.8,192,5026854
7600,1904000,0.8,192,5032222
7599,1904000,0.8,192,5051742
7598,1904000,0.8,192,5019534
7597,1904000,0.8,192,5044910
7596,1904000,0.8,192,5042470
7595,1904000,0.8,192,5031002
7594,1904000,0.8,192,5036858
7593,1904000,0.8,192,5044910
7592,1904000,0.8,192,5039542
7591,1904000,0.8,192,5051742
7590,1904000,0.8,192,5056866
7589,1904000,0.8,240,5044216
7588,1904000,0.8,240,5042508
7587,1904000,0.8,240,5008836
7586,1904000,0.8,240,5051780
7585,1904000,0.8,240,5016888
7584,1904000,0.8,240,5004932
7583,1904000,0.8,240,5046656
7582,1904000,0.8,240,5044216
7581,1904000,0.8,240,5031284
7580,1904000,0.8,240,5031772
7579,1904000,0.8,240,5034456
7578,1904000,0.8,240,5016888
7577,1904000,0.8,240,5018108
7576,1904000,0.8,240,5032016
7575,1904000,0.8,240,5017864
7574,1904000,0.8,240,5032260
7573,1904000,0.8,240,5020060
7572,1904000,0.8,240,5034456
7571,1904000,0.8,240,5044948
7570,1904000,0.8,240,5032748
7569,1904000,0.8,240,5017864
7568,1904000,0.8,240,5033236
7567,1904000,0.8,240,4996880
7566,1904000,0.8,240,4999808
7565,1904000,0.8,240,5016400
7564,1904000,0.8,240,5015668
7563,1904000,0.8,240,5023964
7562,1904000,0.8,240,5003956
7561,1904000,0.8,240,5037628
7560,1904000,0.8,240,5019572
7559,1954000,0.2,100,931787
7558,1954000,0.2,100,926663
7557,1954000,0.2,100,923003
7556,1954000,0.2,100,913487
7555,1954000,0.2,100,922759
7554,1954000,0.2,100,931543
7553,1954000,0.2,100,926663
7552,1954000,0.2,100,926175
7551,1954000,0.2,100,920807
7550,1954000,0.2,100,914707
7549,1954000,0.2,100,927883
7548,1954000,0.2,100,911291
7547,1954000,0.2,100,928859
7546,1954000,0.2,100,915195
7545,1954000,0.2,100,930567
7544,1954000,0.2,100,923247
7543,1954000,0.2,100,915927
7542,1954000,0.2,100,924223
7541,1954000,0.2,100,928127
7540,1954000,0.2,100,921539
7539,1954000,0.2,100,930079
7538,1954000,0.2,100,923003
7537,1954000,0.2,100,921783
7536,1954000,0.2,100,914463
7535,1954000,0.2,100,917147
7534,1954000,0.2,100,921295
7533,1954000,0.2,100,909583
7532,1954000,0.2,100,912999
7531,1954000,0.2,100,922027
7530,1954000,0.2,100,910803
7529,1954000,0.2,144,989698
7528,1954000,0.2,144,987258
7527,1954000,0.2,144,996530
7526,1954000,0.2,144,996530
7525,1954000,0.2,144,987990
7524,1954000,0.2,144,996530
7523,1954000,0.2,144,995310
7522,1954000,0.2,144,984330
7521,1954000,0.2,144,979206
7520,1954000,0.2,144,989942
7519,1954000,0.2,144,989454
7518,1954000,0.2,144,985306
7517,1954000,0.2,144,1001166
7516,1954000,0.2,144,985550
7515,1954000,0.2,144,985550
7514,1954000,0.2,144,990918
7513,1954000,0.2,144,994334
7512,1954000,0.2,144,994822
7511,1954000,0.2,144,992382
7510,1954000,0.2,144,989698
7509,1954000,0.2,144,988234
7508,1954000,0.2,144,1002142
7507,1954000,0.2,144,975058
7506,1954000,0.2,144,1003606
7505,1954000,0.2,144,992382
7504,1954000,0.2,144,996774
7503,1954000,0.2,144,982866
7502,1954000,0.2,144,984330
7501,1954000,0.2,144,1002142
7500,1954000,0.2,144,978474
7499,1954000,0.2,192,1067105
7498,1954000,0.2,192,1071985
7497,1954000,0.2,192,1079061
7496,1954000,0.2,192,1061005
7495,1954000,0.2,192,1065641
7494,1954000,0.2,192,1068081
7493,1954000,0.2,192,1079061
7492,1954000,0.2,192,1069545
7491,1954000,0.2,192,1075157
7490,1954000,0.2,192,1072473
7489,1954000,0.2,192,1065641
7488,1954000,0.2,192,1075157
7487,1954000,0.2,192,1074913
7486,1954000,0.2,192,1080525
7485,1954000,0.2,192,1062957
7484,1954000,0.2,192,1085649
7483,1954000,0.2,192,1073937
7482,1954000,0.2,192,1066861
7481,1954000,0.2,192,1080769
7480,1954000,0.2,192,1071497
7479,1954000,0.2,192,1068569
7478,1954000,0.2,192,1078817
7477,1954000,0.2,192,1063201
7476,1954000,0.2,192,1076133
7475,1954000,0.2,192,1059541
7474,1954000,0.2,192,1062225
7473,1954000,0.2,192,1076133
7472,1954000,0.2,192,1057589
7471,1954000,0.2,192,1073449
7470,1954000,0.2,192,1078817
7469,1954000,0.2,240,1161025
7468,1954000,0.2,240,1155169
7467,1954000,0.2,240,1157609
7466,1954000,0.2,240,1146385
7465,1954000,0.2,240,1159073
7464,1954000,0.2,240,1158585
7463,1954000,0.2,240,1155657
7462,1954000,0.2,240,1150533
7461,1954000,0.2,240,1162977
7460,1954000,0.2,240,1162489
7459,1954000,0.2,240,1157121
7458,1954000,0.2,240,1158341
7457,1954000,0.2,240,1159561
7456,1954000,0.2,240,1166637
7455,1954000,0.2,240,1149313
7454,1954000,0.2,240,1170053
7453,1954000,0.2,240,1155901
7452,1954000,0.2,240,1151509
7451,1954000,0.2,240,1162489
7450,1954000,0.2,240,1160293
7449,1954000,0.2,240,1165417
7448,1954000,0.2,240,1157121
7447,1954000,0.2,240,1167613
7446,1954000,0.2,240,1148337
7445,1954000,0.2,240,1156633
7444,1954000,0.2,240,1159561
7443,1954000,0.2,240,1153217
7442,1954000,0.2,240,1163709
7441,1954000,0.2,240,1136381
7440,1954000,0.2,240,1160537
7439,1954000,0.5,100,1868153
7438,1954000,0.5,100,1863273
7437,1954000,0.5,100,1877913
7436,1954000,0.5,100,1871813
7435,1954000,0.5,100,1872057
7434,1954000,0.5,100,1869861
7433,1954000,0.5,100,1866201
7432,1954000,0.5,100,1854001
7431,1954000,0.5,100,1881085
7430,1954000,0.5,100,1860101
7429,1954000,0.5,100,1865957
7428,1954000,0.5,100,1881573
7427,1954000,0.5,100,1865957
7426,1954000,0.5,100,1873765
7425,1954000,0.5,100,1878645
7424,1954000,0.5,100,1872545
7423,1954000,0.5,100,1876693
7422,1954000,0.5,100,1858149
7421,1954000,0.5,100,1876205
7420,1954000,0.5,100,1867421
7419,1954000,0.5,100,1865225
7418,1954000,0.5,100,1865957
7417,1954000,0.5,100,1877181
7416,1954000,0.5,100,1892065
7415,1954000,0.5,100,1878889
7414,1954000,0.5,100,1860833
7413,1954000,0.5,100,1850585
7412,1954000,0.5,100,1868397
7411,1954000,0.5,100,1865713
7410,1954000,0.5,100,1872545
7409,1954000,0.5,144,1898131
7408,1954000,0.5,144,1925703
7407,1954000,0.5,144,1893739
7406,1954000,0.5,144,1913747
7405,1954000,0.5,144,1895935
7404,1954000,0.5,144,1907159
7403,1954000,0.5,144,1886175
7402,1954000,0.5,144,1911795
7401,1954000,0.5,144,1888859
7400,1954000,0.5,144,1912039
7399,1954000,0.5,144,1892275
7398,1954000,0.5,144,1904231
7397,1954000,0.5,144,1902035
7396,1954000,0.5,144,1909599
7395,1954000,0.5,144,1908379
7394,1954000,0.5,144,1894959
7393,1954000,0.5,144,1919603
7392,1954000,0.5,144,1896423
7391,1954000,0.5,144,1913503
7390,1954000,0.5,144,1908867
7389,1954000,0.5,144,1907403
7388,1954000,0.5,144,1909599
7387,1954000,0.5,144,1892763
7386,1954000,0.5,144,1900571
7385,1954000,0.5,144,1906427
7384,1954000,0.5,144,1913503
7383,1954000,0.5,144,1918139
7382,1954000,0.5,144,1910819
7381,1954000,0.5,144,1905451
7380,1954000,0.5,144,1904475
7379,1954000,0.5,192,1964362
7378,1954000,0.5,192,1958994
7377,1954000,0.5,192,1961678
7376,1954000,0.5,192,1943622
7375,1954000,0.5,192,1957286
7374,1954000,0.5,192,1948746
7373,1954000,0.5,192,1953626
7372,1954000,0.5,192,1956310
7371,1954000,0.5,192,1968754
7370,1954000,0.5,192,1964362
7369,1954000,0.5,192,1951430
7368,1954000,0.5,192,1971682
7367,1954000,0.5,192,1950698
7366,1954000,0.5,192,1962410
7365,1954000,0.5,192,1955822
7364,1954000,0.5,192,1962410
7363,1954000,0.5,192,1941670
7362,1954000,0.5,192,1974122
7361,1954000,0.5,192,1955578
7360,1954000,0.5,192,1955578
7359,1954000,0.5,192,1954846
7358,1954000,0.5,192,1940450
7357,1954000,0.5,192,1958506
7356,1954000,0.5,192,1961434
7355,1954000,0.5,192,1974122
7354,1954000,0.5,192,1951430
7353,1954000,0.5,192,1974122
7352,1954000,0.5,192,1943866
7351,1954000,0.5,192,1953138
7350,1954000,0.5,192,1950942
7349,1954000,0.5,240,2010073
7348,1954000,0.5,240,2011781
7347,1954000,0.5,240,2021541
7346,1954000,0.5,240,2026665
7345,1954000,0.5,240,2004949
7344,1954000,0.5,240,2038621
7343,1954000,0.5,240,2019345
7342,1954000,0.5,240,2023249
7341,1954000,0.5,240,2037889
7340,1954000,0.5,240,2022517
7339,1954000,0.5,240,2014221
7338,1954000,0.5,240,2025933
7337,1954000,0.5,240,2019833
7336,1954000,0.5,240,2021785
7335,1954000,0.5,240,2041061
7334,1954000,0.5,240,2024469
7333,1954000,0.5,240,2022517
7332,1954000,0.5,240,2017149
7331,1954000,0.5,240,2028129
7330,1954000,0.5,240,2020565
7329,1954000,0.5,240,2015197
7328,1954000,0.5,240,2012269
7327,1954000,0.5,240,2015929
7326,1954000,0.5,240,2016905
7325,1954000,0.5,240,2026665
7324,1954000,0.5,240,2014221
7323,1954000,0.5,240,2038377
7322,1954000,0.5,240,2031789
7321,1954000,0.5,240,2023005
7320,1954000,0.5,240,2016905
7319,1954000,0.8,100,5162312
7318,1954000,0.8,100,5176952
7317,1954000,0.8,100,5193300
7316,1954000,0.8,100,5185736
7315,1954000,0.8,100,5157432
7314,1954000,0.8,100,5168168
7313,1954000,0.8,100,5189884
7312,1954000,0.8,100,5172316
7311,1954000,0.8,100,5160848
7310,1954000,0.8,100,5166948
7309,1954000,0.8,100,5155480
7308,1954000,0.8,100,5133032
7307,1954000,0.8,100,5163288
7306,1954000,0.8,100,5164752
7305,1954000,0.8,100,5168412
7304,1954000,0.8,100,5164508
7303,1954000,0.8,100,5176220
7302,1954000,0.8,100,5174268
7301,1954000,0.8,100,5156944
7300,1954000,0.8,100,5175488
7299,1954000,0.8,100,5171584
7298,1954000,0.8,100,5159384
7297,1954000,0.8,100,5146208
7296,1954000,0.8,100,5200620
7295,1954000,0.8,100,5169388
7294,1954000,0.8,100,5203060
7293,1954000,0.8,100,5154016
7292,1954000,0.8,100,5167680
7291,1954000,0.8,100,5178172
7290,1954000,0.8,100,5184760
7289,1954000,0.8,144,5069609
7288,1954000,0.8,144,5113285
7287,1954000,0.8,144,5095473
7286,1954000,0.8,144,5106209
7285,1954000,0.8,144,5080101
7284,1954000,0.8,144,5063021
7283,1954000,0.8,144,5094497
7282,1954000,0.8,144,5069609
7281,1954000,0.8,144,5072781
7280,1954000,0.8,144,5098889
7279,1954000,0.8,144,5097425
7278,1954000,0.8,144,5110357
7277,1954000,0.8,144,5098889
7276,1954000,0.8,144,5076197
7275,1954000,0.8,144,5092545
7274,1954000,0.8,144,5105233
7273,1954000,0.8,144,5072537
7272,1954000,0.8,144,5072293
7271,1954000,0.8,144,5110357
7270,1954000,0.8,144,5076441
7269,1954000,0.8,144,5084493
7268,1954000,0.8,144,5096693
7267,1954000,0.8,144,5084005
7266,1954000,0.8,144,5096449
7265,1954000,0.8,144,5085957
7264,1954000,0.8,144,5075465
7263,1954000,0.8,144,5101817
7262,1954000,0.8,144,5089373
7261,1954000,0.8,144,5123533
7260,1954000,0.8,144,5071561
7259,1954000,0.8,192,5064650
7258,1954000,0.8,192,5035370
7257,1954000,0.8,192,5040250
7256,1954000,0.8,192,5046106
7255,1954000,0.8,192,5037810
7254,1954000,0.8,192,5046106
7253,1954000,0.8,192,5080266
7252,1954000,0.8,192,5066358
7251,1954000,0.8,192,5046106
7250,1954000,0.8,192,5058550
7249,1954000,0.8,192,5037566
7248,1954000,0.8,192,5067822
7247,1954000,0.8,192,5030002
7246,1954000,0.8,192,5037078
7245,1954000,0.8,192,5060502
7244,1954000,0.8,192,5054402
7243,1954000,0.8,192,5071482
7242,1954000,0.8,192,5080754
7241,1954000,0.8,192,5046350
7240,1954000,0.8,192,5077582
7239,1954000,0.8,192,5023658
7238,1954000,0.8,192,5043666
7237,1954000,0.8,192,5033418
7236,1954000,0.8,192,5033662
7235,1954000,0.8,192,5051962
7234,1954000,0.8,192,5080266
7233,1954000,0.8,192,5051230
7232,1954000,0.8,192,5071482
7231,1954000,0.8,192,5053182
7230,1954000,0.8,192,5077826
7229,1954000,0.8,240,5050780
7228,1954000,0.8,240,5046632
7227,1954000,0.8,240,5061516
7226,1954000,0.8,240,5060540
7225,1954000,0.8,240,5042484
7224,1954000,0.8,240,5050780
7223,1954000,0.8,240,5055660
7222,1954000,0.8,240,5047364
7221,1954000,0.8,240,5055416
7220,1954000,0.8,240,5031260
7219,1954000,0.8,240,5050536
7218,1954000,0.8,240,5048584
7217,1954000,0.8,240,5045656
7216,1954000,0.8,240,5050048
7215,1954000,0.8,240,5043704
7214,1954000,0.8,240,5053708
7213,1954000,0.8,240,5051024
7212,1954000,0.8,240,5052244
7211,1954000,0.8,240,5042972
7210,1954000,0.8,240,5033700
7209,1954000,0.8,240,5027356
7208,1954000,0.8,240,5077376
7207,1954000,0.8,240,5032724
7206,1954000,0.8,240,5035164
7205,1954000,0.8,240,5090796
7204,1954000,0.8,240,5087868
7203,1954000,0.8,240,5059320
7202,1954000,0.8,240,5048584
7201,1954000,0.8,240,5053708
7200,1954000,0.8,240,5072496
7199,2004000,0.2,100,933550
7198,2004000,0.2,100,925254
7197,2004000,0.2,100,925498
7196,2004000,0.2,100,927938
7195,2004000,0.2,100,929890
7194,2004000,0.2,100,919886
7193,2004000,0.2,100,919886
7192,2004000,0.2,100,927694
7191,2004000,0.2,100,940626
7190,2004000,0.2,100,919398
7189,2004000,0.2,100,922570
7188,2004000,0.2,100,920862
7187,2004000,0.2,100,920618
7186,2004000,0.2,100,931354
7185,2004000,0.2,100,924522
7184,2004000,0.2,100,936966
7183,2004000,0.2,100,918178
7182,2004000,0.2,100,919154
7181,2004000,0.2,100,927450
7180,2004000,0.2,100,921838
7179,2004000,0.2,100,930622
7178,2004000,0.2,100,932818
7177,2004000,0.2,100,925986
7176,2004000,0.2,100,927206
7175,2004000,0.2,100,914762
7174,2004000,0.2,100,927938
7173,2004000,0.2,100,937942
7172,2004000,0.2,100,937698
7171,2004000,0.2,100,931354
7170,2004000,0.2,100,925986
7169,2004000,0.2,144,996774
7168,2004000,0.2,144,998970
7167,2004000,0.2,144,1002874
7166,2004000,0.2,144,992138
7165,2004000,0.2,144,996774
7164,2004000,0.2,144,977986
7163,2004000,0.2,144,1003118
7162,2004000,0.2,144,1009462
7161,2004000,0.2,144,991406
7160,2004000,0.2,144,993846
7159,2004000,0.2,144,1002874
7158,2004000,0.2,144,1003118
7157,2004000,0.2,144,993358
7156,2004000,0.2,144,986526
7155,2004000,0.2,144,996774
7154,2004000,0.2,144,987258
7153,2004000,0.2,144,1000678
7152,2004000,0.2,144,995066
7151,2004000,0.2,144,997506
7150,2004000,0.2,144,986770
7149,2004000,0.2,144,986038
7148,2004000,0.2,144,983842
7147,2004000,0.2,144,987258
7146,2004000,0.2,144,995798
7145,2004000,0.2,144,1000678
7144,2004000,0.2,144,996774
7143,2004000,0.2,144,991650
7142,2004000,0.2,144,988722
7141,2004000,0.2,144,985062
7140,2004000,0.2,144,991406
7139,2004000,0.2,192,1072772
7138,2004000,0.2,192,1072528
7137,2004000,0.2,192,1072040
7136,2004000,0.2,192,1075700
7135,2004000,0.2,192,1069600
7134,2004000,0.2,192,1079848
7133,2004000,0.2,192,1085948
7132,2004000,0.2,192,1073748
7131,2004000,0.2,192,1062036
7130,2004000,0.2,192,1066916
7129,2004000,0.2,192,1079116
7128,2004000,0.2,192,1060572
7127,2004000,0.2,192,1085948
7126,2004000,0.2,192,1069112
7125,2004000,0.2,192,1082532
7124,2004000,0.2,192,1081800
7123,2004000,0.2,192,1067648
7122,2004000,0.2,192,1072040
7121,2004000,0.2,192,1085704
7120,2004000,0.2,192,1083020
7119,2004000,0.2,192,1073992
7118,2004000,0.2,192,1071552
7117,2004000,0.2,192,1077408
7116,2004000,0.2,192,1071308
7115,2004000,0.2,192,1084972
7114,2004000,0.2,192,1075944
7113,2004000,0.2,192,1068624
7112,2004000,0.2,192,1074236
7111,2004000,0.2,192,1071064
7110,2004000,0.2,192,1085216
7109,2004000,0.2,240,1151753
7108,2004000,0.2,240,1154437
7107,2004000,0.2,240,1149313
7106,2004000,0.2,240,1155413
7105,2004000,0.2,240,1160781
7104,2004000,0.2,240,1167857
7103,2004000,0.2,240,1158097
7102,2004000,0.2,240,1164197
7101,2004000,0.2,240,1161513
7100,2004000,0.2,240,1172981
