,height,c,L,size
8661,1754000,0.8,240,4969325
8660,1754000,0.8,240,4978597
8659,1754000,0.8,240,4989821
8658,1754000,0.8,240,4970545
8657,1754000,0.8,240,4986161
8656,1754000,0.8,240,4987137
8655,1754000,0.8,240,4981037
8654,1754000,0.8,240,4965909
8653,1754000,0.8,240,4974449
8652,1754000,0.8,240,4997141
8651,1754000,0.8,240,4943217
8650,1754000,0.8,240,4990309
8649,1754000,0.8,240,4969813
8648,1754000,0.8,240,4981525
8647,1754000,0.8,240,4965665
8646,1754000,0.8,240,4962981
8645,1754000,0.8,240,4984209
8644,1754000,0.8,240,5000069
8643,1754000,0.8,240,4937849
8642,1754000,0.8,240,4976157
8641,1754000,0.8,240,4964933
8640,1754000,0.8,240,4986649
8639,1804000,0.2,100,909284
8638,1804000,0.2,100,911236
8637,1804000,0.2,100,916116
8636,1804000,0.2,100,916848
8635,1804000,0.2,100,910748
8634,1804000,0.2,100,912456
8633,1804000,0.2,100,919288
8632,1804000,0.2,100,910504
8631,1804000,0.2,100,925144
8630,1804000,0.2,100,910992
8629,1804000,0.2,100,924656
8628,1804000,0.2,100,913188
8627,1804000,0.2,100,912700
8626,1804000,0.2,100,909040
8625,1804000,0.2,100,921484
8624,1804000,0.2,100,918556
8623,1804000,0.2,100,909772
8622,1804000,0.2,100,920020
8621,1804000,0.2,100,922948
8620,1804000,0.2,100,917580
8619,1804000,0.2,100,917580
8618,1804000,0.2,100,910992
8617,1804000,0.2,100,923436
8616,1804000,0.2,100,917824
8615,1804000,0.2,100,922216
8614,1804000,0.2,100,908064
8613,1804000,0.2,100,911480
8612,1804000,0.2,100,905868
8611,1804000,0.2,100,913676
8610,1804000,0.2,100,911724
8609,1804000,0.2,144,984220
8608,1804000,0.2,144,985440
8607,1804000,0.2,144,980560
8606,1804000,0.2,144,981048
8605,1804000,0.2,144,989100
8604,1804000,0.2,144,983976
8603,1804000,0.2,144,975680
8602,1804000,0.2,144,983000
8601,1804000,0.2,144,991296
8600,1804000,0.2,144,983244
8599,1804000,0.2,144,979828
8598,1804000,0.2,144,978852
8597,1804000,0.2,144,982024
8596,1804000,0.2,144,977632
8595,1804000,0.2,144,985928
8594,1804000,0.2,144,986660
8593,1804000,0.2,144,980316
8592,1804000,0.2,144,983244
8591,1804000,0.2,144,974460
8590,1804000,0.2,144,983732
8589,1804000,0.2,144,986172
8588,1804000,0.2,144,971532
8587,1804000,0.2,144,985196
8586,1804000,0.2,144,966896
8585,1804000,0.2,144,982512
8584,1804000,0.2,144,974704
8583,1804000,0.2,144,992760
8582,1804000,0.2,144,983244
8581,1804000,0.2,144,983000
8580,1804000,0.2,144,983000
8579,1804000,0.2,192,1064854
8578,1804000,0.2,192,1066562
8577,1804000,0.2,192,1074614
8576,1804000,0.2,192,1065342
8575,1804000,0.2,192,1067538
8574,1804000,0.2,192,1066562
8573,1804000,0.2,192,1072906
8572,1804000,0.2,192,1060462
8571,1804000,0.2,192,1066318
8570,1804000,0.2,192,1067294
8569,1804000,0.2,192,1062658
8568,1804000,0.2,192,1066562
8567,1804000,0.2,192,1068026
8566,1804000,0.2,192,1062658
8565,1804000,0.2,192,1062414
8564,1804000,0.2,192,1064854
8563,1804000,0.2,192,1058510
8562,1804000,0.2,192,1069734
8561,1804000,0.2,192,1069978
8560,1804000,0.2,192,1059242
8559,1804000,0.2,192,1059242
8558,1804000,0.2,192,1069246
8557,1804000,0.2,192,1055094
8556,1804000,0.2,192,1064122
8555,1804000,0.2,192,1072662
8554,1804000,0.2,192,1069490
8553,1804000,0.2,192,1062902
8552,1804000,0.2,192,1062902
8551,1804000,0.2,192,1073882
8550,1804000,0.2,192,1070954
8549,1804000,0.2,240,1143835
8548,1804000,0.2,240,1143835
8547,1804000,0.2,240,1153839
8546,1804000,0.2,240,1153839
8545,1804000,0.2,240,1147007
8544,1804000,0.2,240,1156279
8543,1804000,0.2,240,1156767
8542,1804000,0.2,240,1139199
8541,1804000,0.2,240,1153839
8540,1804000,0.2,240,1142859
8539,1804000,0.2,240,1145787
8538,1804000,0.2,240,1158963
8537,1804000,0.2,240,1153351
8536,1804000,0.2,240,1147495
8535,1804000,0.2,240,1151643
8534,1804000,0.2,240,1153595
8533,1804000,0.2,240,1158719
8532,1804000,0.2,240,1147983
8531,1804000,0.2,240,1152619
8530,1804000,0.2,240,1151399
8529,1804000,0.2,240,1144567
8528,1804000,0.2,240,1140907
8527,1804000,0.2,240,1145787
8526,1804000,0.2,240,1142127
8525,1804000,0.2,240,1156523
8524,1804000,0.2,240,1151399
8523,1804000,0.2,240,1144079
8522,1804000,0.2,240,1147739
8521,1804000,0.2,240,1155791
8520,1804000,0.2,240,1149203
8519,1804000,0.5,100,1835237
8518,1804000,0.5,100,1856709
8517,1804000,0.5,100,1855977
8516,1804000,0.5,100,1843045
8515,1804000,0.5,100,1843777
8514,1804000,0.5,100,1864273
8513,1804000,0.5,100,1850853
8512,1804000,0.5,100,1856221
8511,1804000,0.5,100,1844997
8510,1804000,0.5,100,1855733
8509,1804000,0.5,100,1851341
8508,1804000,0.5,100,1867689
8507,1804000,0.5,100,1844021
8506,1804000,0.5,100,1843777
8505,1804000,0.5,100,1849877
8504,1804000,0.5,100,1849877
8503,1804000,0.5,100,1855245
8502,1804000,0.5,100,1856465
8501,1804000,0.5,100,1837677
8500,1804000,0.5,100,1857197
8499,1804000,0.5,100,1852073
8498,1804000,0.5,100,1852073
8497,1804000,0.5,100,1861101
8496,1804000,0.5,100,1856465
8495,1804000,0.5,100,1861589
8494,1804000,0.5,100,1855733
8493,1804000,0.5,100,1844265
8492,1804000,0.5,100,1832797
8491,1804000,0.5,100,1848657
8490,1804000,0.5,100,1829381
8489,1804000,0.5,144,1888883
8488,1804000,0.5,144,1884735
8487,1804000,0.5,144,1871071
8486,1804000,0.5,144,1891323
8485,1804000,0.5,144,1889859
8484,1804000,0.5,144,1890103
8483,1804000,0.5,144,1873755
8482,1804000,0.5,144,1889859
8481,1804000,0.5,144,1886199
8480,1804000,0.5,144,1892299
8479,1804000,0.5,144,1889371
8478,1804000,0.5,144,1872535
8477,1804000,0.5,144,1893519
8476,1804000,0.5,144,1878391
8475,1804000,0.5,144,1859359
8474,1804000,0.5,144,1878391
8473,1804000,0.5,144,1875219
8472,1804000,0.5,144,1869363
8471,1804000,0.5,144,1887663
8470,1804000,0.5,144,1895715
8469,1804000,0.5,144,1888639
8468,1804000,0.5,144,1882295
8467,1804000,0.5,144,1896935
8466,1804000,0.5,144,1863751
8465,1804000,0.5,144,1888151
8464,1804000,0.5,144,1887907
8463,1804000,0.5,144,1874975
8462,1804000,0.5,144,1879367
8461,1804000,0.5,144,1878147
8460,1804000,0.5,144,1877415
8459,1804000,0.5,192,1938034
8458,1804000,0.5,192,1935106
8457,1804000,0.5,192,1932910
8456,1804000,0.5,192,1942670
8455,1804000,0.5,192,1932178
8454,1804000,0.5,192,1931934
8453,1804000,0.5,192,1936326
8452,1804000,0.5,192,1934618
8451,1804000,0.5,192,1935106
8450,1804000,0.5,192,1955846
8449,1804000,0.5,192,1943158
8448,1804000,0.5,192,1949990
8447,1804000,0.5,192,1936326
8446,1804000,0.5,192,1926810
8445,1804000,0.5,192,1936814
8444,1804000,0.5,192,1942670
8443,1804000,0.5,192,1947062
8442,1804000,0.5,192,1946086
8441,1804000,0.5,192,1941450
8440,1804000,0.5,192,1930714
8439,1804000,0.5,192,1958530
8438,1804000,0.5,192,1937546
8437,1804000,0.5,192,1957798
8436,1804000,0.5,192,1932910
8435,1804000,0.5,192,1935106
8434,1804000,0.5,192,1947306
8433,1804000,0.5,192,1942914
8432,1804000,0.5,192,1945842
8431,1804000,0.5,192,1939742
8430,1804000,0.5,192,1934618
8429,1804000,0.5,240,1995701
8428,1804000,0.5,240,2001313
8427,1804000,0.5,240,1998873
8426,1804000,0.5,240,2010829
8425,1804000,0.5,240,2003997
8424,1804000,0.5,240,2007657
8423,1804000,0.5,240,1988625
8422,1804000,0.5,240,1999117
8421,1804000,0.5,240,2000337
8420,1804000,0.5,240,1988381
8419,1804000,0.5,240,2016929
8418,1804000,0.5,240,1996433
8417,1804000,0.5,240,1988869
8416,1804000,0.5,240,2000337
8415,1804000,0.5,240,2009365
8414,1804000,0.5,240,2000581
8413,1804000,0.5,240,1993505
8412,1804000,0.5,240,1995945
8411,1804000,0.5,240,2007901
8410,1804000,0.5,240,1991309
8409,1804000,0.5,240,2003997
8408,1804000,0.5,240,1986917
8407,1804000,0.5,240,2015221
8406,1804000,0.5,240,2018393
8405,1804000,0.5,240,2005705
8404,1804000,0.5,240,2015709
8403,1804000,0.5,240,1997897
8402,1804000,0.5,240,2018637
8401,1804000,0.5,240,2001313
8400,1804000,0.5,240,1995945
8399,1804000,0.8,100,5113041
8398,1804000,0.8,100,5094497
8397,1804000,0.8,100,5128169
8396,1804000,0.8,100,5145737
8395,1804000,0.8,100,5080345
8394,1804000,0.8,100,5089129
8393,1804000,0.8,100,5097669
8392,1804000,0.8,100,5097181
8391,1804000,0.8,100,5109137
8390,1804000,0.8,100,5110113
8389,1804000,0.8,100,5101573
8388,1804000,0.8,100,5124509
8387,1804000,0.8,100,5123289
8386,1804000,0.8,100,5094741
8385,1804000,0.8,100,5105477
8384,1804000,0.8,100,5129877
8383,1804000,0.8,100,5105965
8382,1804000,0.8,100,5119629
8381,1804000,0.8,100,5106697
8380,1804000,0.8,100,5100597
8379,1804000,0.8,100,5110357
8378,1804000,0.8,100,5123289
8377,1804000,0.8,100,5109625
8376,1804000,0.8,100,5088397
8375,1804000,0.8,100,5123777
8374,1804000,0.8,100,5130853
8373,1804000,0.8,100,5113773
8372,1804000,0.8,100,5114505
8371,1804000,0.8,100,5086933
8370,1804000,0.8,100,5141833
8369,1804000,0.8,144,5030397
8368,1804000,0.8,144,5037229
8367,1804000,0.8,144,5025761
8366,1804000,0.8,144,5035521
8365,1804000,0.8,144,5051137
8364,1804000,0.8,144,5013073
8363,1804000,0.8,144,4997701
8362,1804000,0.8,144,5023077
8361,1804000,0.8,144,5016977
8360,1804000,0.8,144,5031617
8359,1804000,0.8,144,5022345
8358,1804000,0.8,144,5017221
8357,1804000,0.8,144,5032837
8356,1804000,0.8,144,5027469
8355,1804000,0.8,144,5037473
8354,1804000,0.8,144,5054797
8353,1804000,0.8,144,5027225
8352,1804000,0.8,144,5022833
8351,1804000,0.8,144,5030153
8350,1804000,0.8,144,5004289
8349,1804000,0.8,144,5027957
8348,1804000,0.8,144,5050161
8347,1804000,0.8,144,5010877
8346,1804000,0.8,144,5033813
8345,1804000,0.8,144,5052601
8344,1804000,0.8,144,5032837
8343,1804000,0.8,144,5030885
8342,1804000,0.8,144,5049917
8341,1804000,0.8,144,5018685
8340,1804000,0.8,144,5023077
8339,1804000,0.8,192,4978346
8338,1804000,0.8,192,4993230
8337,1804000,0.8,192,5004698
8336,1804000,0.8,192,5004698
8335,1804000,0.8,192,4997134
8334,1804000,0.8,192,5010554
8333,1804000,0.8,192,4986398
8332,1804000,0.8,192,5003234
8331,1804000,0.8,192,4988594
8330,1804000,0.8,192,5000550
8329,1804000,0.8,192,5000306
8328,1804000,0.8,192,4998598
8327,1804000,0.8,192,5004698
8326,1804000,0.8,192,4994694
8325,1804000,0.8,192,5011286
8324,1804000,0.8,192,4996402
8323,1804000,0.8,192,4984446
8322,1804000,0.8,192,5012262
8321,1804000,0.8,192,4980786
8320,1804000,0.8,192,5001282
8319,1804000,0.8,192,4997134
8318,1804000,0.8,192,4992742
8317,1804000,0.8,192,5020070
8316,1804000,0.8,192,5006650
8315,1804000,0.8,192,4982494
8314,1804000,0.8,192,4961022
8313,1804000,0.8,192,4996646
8312,1804000,0.8,192,4975906
8311,1804000,0.8,192,4986154
8310,1804000,0.8,192,4997134
8309,1804000,0.8,240,4999557
8308,1804000,0.8,240,4961737
8307,1804000,0.8,240,4977353
8306,1804000,0.8,240,4971009
8305,1804000,0.8,240,4974425
8304,1804000,0.8,240,5001021
8303,1804000,0.8,240,4992969
8302,1804000,0.8,240,4998337
8301,1804000,0.8,240,4986625
8300,1804000,0.8,240,4996385
8299,1804000,0.8,240,4984917
8298,1804000,0.8,240,4986137
8297,1804000,0.8,240,5009561
8296,1804000,0.8,240,5001021
8295,1804000,0.8,240,4984673
8294,1804000,0.8,240,4987601
8293,1804000,0.8,240,4989797
8292,1804000,0.8,240,4980769
8291,1804000,0.8,240,5005901
8290,1804000,0.8,240,4962957
8289,1804000,0.8,240,4999801
8288,1804000,0.8,240,4994189
8287,1804000,0.8,240,4977109
8286,1804000,0.8,240,4976377
8285,1804000,0.8,240,5011269
8284,1804000,0.8,240,4987845
8283,1804000,0.8,240,5011757
8282,1804000,0.8,240,5009073
8281,1804000,0.8,240,4998825
8280,1804000,0.8,240,4990041
8279,1854000,0.2,100,918312
8278,1854000,0.2,100,924900
8277,1854000,0.2,100,911968
8276,1854000,0.2,100,914408
8275,1854000,0.2,100,918800
8274,1854000,0.2,100,925632
8273,1854000,0.2,100,911724
8272,1854000,0.2,100,913920
8271,1854000,0.2,100,919532
8270,1854000,0.2,100,916116
8269,1854000,0.2,100,914652
8268,1854000,0.2,100,922948
8267,1854000,0.2,100,922704
8266,1854000,0.2,100,910504
8265,1854000,0.2,100,924412
8264,1854000,0.2,100,915384
8263,1854000,0.2,100,915384
8262,1854000,0.2,100,922216
8261,1854000,0.2,100,915628
8260,1854000,0.2,100,912944
8259,1854000,0.2,100,908796
8258,1854000,0.2,100,914896
8257,1854000,0.2,100,915628
8256,1854000,0.2,100,919044
8255,1854000,0.2,100,929048
8254,1854000,0.2,100,906600
8253,1854000,0.2,100,916116
8252,1854000,0.2,100,910260
8251,1854000,0.2,100,912700
8250,1854000,0.2,100,905624
8249,1854000,0.2,144,977876
8248,1854000,0.2,144,974704
8247,1854000,0.2,144,981292
8246,1854000,0.2,144,975680
8245,1854000,0.2,144,972264
8244,1854000,0.2,144,971532
8243,1854000,0.2,144,993736
8242,1854000,0.2,144,990320
8241,1854000,0.2,144,983732
8240,1854000,0.2,144,980316
8239,1854000,0.2,144,984708
8238,1854000,0.2,144,979584
8237,1854000,0.2,144,983976
8236,1854000,0.2,144,978608
8235,1854000,0.2,144,983732
8234,1854000,0.2,144,977388
8233,1854000,0.2,144,986416
8232,1854000,0.2,144,983244
8231,1854000,0.2,144,984952
8230,1854000,0.2,144,987392
8229,1854000,0.2,144,974460
8228,1854000,0.2,144,988124
8227,1854000,0.2,144,993736
8226,1854000,0.2,144,983732
8225,1854000,0.2,144,973484
8224,1854000,0.2,144,992516
8223,1854000,0.2,144,980804
8222,1854000,0.2,144,976900
8221,1854000,0.2,144,981292
8220,1854000,0.2,144,977632
8219,1854000,0.2,192,1063634
8218,1854000,0.2,192,1071930
8217,1854000,0.2,192,1073638
8216,1854000,0.2,192,1062902
8215,1854000,0.2,192,1069246
8214,1854000,0.2,192,1052166
8213,1854000,0.2,192,1053386
8212,1854000,0.2,192,1059242
8211,1854000,0.2,192,1068026
8210,1854000,0.2,192,1073638
8209,1854000,0.2,192,1059974
8208,1854000,0.2,192,1064610
8207,1854000,0.2,192,1066074
8206,1854000,0.2,192,1069978
8205,1854000,0.2,192,1071686
8204,1854000,0.2,192,1058266
8203,1854000,0.2,192,1061682
8202,1854000,0.2,192,1069002
8201,1854000,0.2,192,1058022
8200,1854000,0.2,192,1072418
8199,1854000,0.2,192,1061438
8198,1854000,0.2,192,1064122
8197,1854000,0.2,192,1053386
8196,1854000,0.2,192,1070954
8195,1854000,0.2,192,1079494
8194,1854000,0.2,192,1062902
8193,1854000,0.2,192,1054850
8192,1854000,0.2,192,1055338
8191,1854000,0.2,192,1063634
8190,1854000,0.2,192,1054362
8189,1854000,0.2,240,1150423
8188,1854000,0.2,240,1149935
8187,1854000,0.2,240,1153595
8186,1854000,0.2,240,1145787
8185,1854000,0.2,240,1137247
8184,1854000,0.2,240,1147251
8183,1854000,0.2,240,1144323
8182,1854000,0.2,240,1159207
8181,1854000,0.2,240,1161891
8180,1854000,0.2,240,1148227
8179,1854000,0.2,240,1149203
8178,1854000,0.2,240,1153107
8177,1854000,0.2,240,1144079
8176,1854000,0.2,240,1146519
8175,1854000,0.2,240,1151155
8174,1854000,0.2,240,1159695
8173,1854000,0.2,240,1144567
8172,1854000,0.2,240,1150179
8171,1854000,0.2,240,1151399
8170,1854000,0.2,240,1147739
8169,1854000,0.2,240,1147495
8168,1854000,0.2,240,1153351
8167,1854000,0.2,240,1144811
8166,1854000,0.2,240,1148959
8165,1854000,0.2,240,1146519
8164,1854000,0.2,240,1141151
8163,1854000,0.2,240,1136515
8162,1854000,0.2,240,1147739
8161,1854000,0.2,240,1143591
8160,1854000,0.2,240,1155059
8159,1854000,0.5,100,1866036
8158,1854000,0.5,100,1848956
8157,1854000,0.5,100,1872624
8156,1854000,0.5,100,1859448
8155,1854000,0.5,100,1851640
8154,1854000,0.5,100,1849444
8153,1854000,0.5,100,1857008
8152,1854000,0.5,100,1857984
8151,1854000,0.5,100,1857252
8150,1854000,0.5,100,1845784
8149,1854000,0.5,100,1845052
8148,1854000,0.5,100,1844076
8147,1854000,0.5,100,1855300
8146,1854000,0.5,100,1859936
8145,1854000,0.5,100,1848468
8144,1854000,0.5,100,1857008
8143,1854000,0.5,100,1827484
8142,1854000,0.5,100,1840172
8141,1854000,0.5,100,1864572
8140,1854000,0.5,100,1871892
8139,1854000,0.5,100,1840660
8138,1854000,0.5,100,1854568
8137,1854000,0.5,100,1855544
8136,1854000,0.5,100,1842856
8135,1854000,0.5,100,1857252
8134,1854000,0.5,100,1834072
8133,1854000,0.5,100,1847980
8132,1854000,0.5,100,1840172
8131,1854000,0.5,100,1858960
8130,1854000,0.5,100,1866768
8129,1854000,0.5,144,1894550
8128,1854000,0.5,144,1891866
8127,1854000,0.5,144,1876738
8126,1854000,0.5,144,1876738
8125,1854000,0.5,144,1891134
8124,1854000,0.5,144,1893086
8123,1854000,0.5,144,1868198
8122,1854000,0.5,144,1877226
8121,1854000,0.5,144,1881130
8120,1854000,0.5,144,1886986
8119,1854000,0.5,144,1890890
8118,1854000,0.5,144,1888206
8117,1854000,0.5,144,1886742
8116,1854000,0.5,144,1882350
8115,1854000,0.5,144,1886742
8114,1854000,0.5,144,1892598
8113,1854000,0.5,144,1869418
8112,1854000,0.5,144,1869662
8111,1854000,0.5,144,1899674
8110,1854000,0.5,144,1900894
8109,1854000,0.5,144,1882350
8108,1854000,0.5,144,1877226
8107,1854000,0.5,144,1908458
8106,1854000,0.5,144,1886254
8105,1854000,0.5,144,1879422
8104,1854000,0.5,144,1891622
8103,1854000,0.5,144,1895770
8102,1854000,0.5,144,1883570
8101,1854000,0.5,144,1883814
8100,1854000,0.5,144,1885034
8099,1854000,0.5,192,1934484
8098,1854000,0.5,192,1942536
8097,1854000,0.5,192,1952784
8096,1854000,0.5,192,1947660
8095,1854000,0.5,192,1950832
8094,1854000,0.5,192,1933752
8093,1854000,0.5,192,1946196
8092,1854000,0.5,192,1957420
8091,1854000,0.5,192,1947172
8090,1854000,0.5,192,1954736
8089,1854000,0.5,192,1935948
8088,1854000,0.5,192,1945952
8087,1854000,0.5,192,1943756
8086,1854000,0.5,192,1946196
8085,1854000,0.5,192,1945464
8084,1854000,0.5,192,1955224
8083,1854000,0.5,192,1947172
8082,1854000,0.5,192,1934728
8081,1854000,0.5,192,1928384
8080,1854000,0.5,192,1952784
8079,1854000,0.5,192,1944976
8078,1854000,0.5,192,1948880
8077,1854000,0.5,192,1965960
8076,1854000,0.5,192,1925700
8075,1854000,0.5,192,1952052
8074,1854000,0.5,192,1946196
8073,1854000,0.5,192,1949368
8072,1854000,0.5,192,1948880
8071,1854000,0.5,192,1940828
8070,1854000,0.5,192,1943268
8069,1854000,0.5,240,2014599
8068,1854000,0.5,240,2016795
8067,1854000,0.5,240,2007035
8066,1854000,0.5,240,2003863
8065,1854000,0.5,240,2008011
8064,1854000,0.5,240,2006547
8063,1854000,0.5,240,2005327
8062,1854000,0.5,240,2005571
8061,1854000,0.5,240,2009231
8060,1854000,0.5,240,1996299
8059,1854000,0.5,240,1998007
8058,1854000,0.5,240,2007767
8057,1854000,0.5,240,2017771
8056,1854000,0.5,240,2009963
8055,1854000,0.5,240,1999227
8054,1854000,0.5,240,2004107
8053,1854000,0.5,240,2007035
8052,1854000,0.5,240,2013135
8051,1854000,0.5,240,2024359
8050,1854000,0.5,240,2008011
8049,1854000,0.5,240,2003131
8048,1854000,0.5,240,2004351
8047,1854000,0.5,240,2017527
8046,1854000,0.5,240,2005083
8045,1854000,0.5,240,2006547
8044,1854000,0.5,240,2004351
8043,1854000,0.5,240,2012159
8042,1854000,0.5,240,2016063
8041,1854000,0.5,240,2000935
8040,1854000,0.5,240,2003131
8039,1854000,0.8,100,5129853
8038,1854000,0.8,100,5129609
8037,1854000,0.8,100,5085933
8036,1854000,0.8,100,5155961
8035,1854000,0.8,100,5147421
8034,1854000,0.8,100,5116189
8033,1854000,0.8,100,5152057
8032,1854000,0.8,100,5143761
8031,1854000,0.8,100,5145957
8030,1854000,0.8,100,5099353
8029,1854000,0.8,100,5123753
8028,1854000,0.8,100,5123265
8027,1854000,0.8,100,5148641
8026,1854000,0.8,100,5121801
8025,1854000,0.8,100,5135709
8024,1854000,0.8,100,5132781
8023,1854000,0.8,100,5131561
8022,1854000,0.8,100,5122289
8021,1854000,0.8,100,5166697
8020,1854000,0.8,100,5124485
8019,1854000,0.8,100,5122289
8018,1854000,0.8,100,5157669
8017,1854000,0.8,100,5161817
8016,1854000,0.8,100,5132293
8015,1854000,0.8,100,5113261
8014,1854000,0.8,100,5128633
8013,1854000,0.8,100,5116921
8012,1854000,0.8,100,5135953
8011,1854000,0.8,100,5123021
8010,1854000,0.8,100,5132537
8009,1854000,0.8,144,5034765
8008,1854000,0.8,144,5037693
8007,1854000,0.8,144,5050381
8006,1854000,0.8,144,5055993
8005,1854000,0.8,144,5055749
8004,1854000,0.8,144,5032813
8003,1854000,0.8,144,5058433
8002,1854000,0.8,144,5056725
8001,1854000,0.8,144,5053309
8000,1854000,0.8,144,5058189
7999,1854000,0.8,144,5043061
7998,1854000,0.8,144,5025737
7997,1854000,0.8,144,5055261
7996,1854000,0.8,144,5065021
7995,1854000,0.8,144,5060141
7994,1854000,0.8,144,5040865
7993,1854000,0.8,144,5062825
7992,1854000,0.8,144,5044525
7991,1854000,0.8,144,5034033
7990,1854000,0.8,144,5048429
7989,1854000,0.8,144,5021345
7988,1854000,0.8,144,5030861
7987,1854000,0.8,144,5032813
7986,1854000,0.8,144,5056237
7985,1854000,0.8,144,5042329
7984,1854000,0.8,144,5053065
7983,1854000,0.8,144,5043793
7982,1854000,0.8,144,5052333
7981,1854000,0.8,144,5033057
7980,1854000,0.8,144,5050137
7979,1854000,0.8,192,5017850
7978,1854000,0.8,192,5021998
7977,1854000,0.8,192,4998086
7976,1854000,0.8,192,5020778
7975,1854000,0.8,192,5007358
7974,1854000,0.8,192,5012970
7973,1854000,0.8,192,5008578
7972,1854000,0.8,192,4996378
7971,1854000,0.8,192,4995158
7970,1854000,0.8,192,5003210
7969,1854000,0.8,192,5008090
7968,1854000,0.8,192,5027366
7967,1854000,0.8,192,5018582
7966,1854000,0.8,192,5013458
7965,1854000,0.8,192,5030050
7964,1854000,0.8,192,4972222
7963,1854000,0.8,192,5005406
7962,1854000,0.8,192,5013458
7961,1854000,0.8,192,4983934
7960,1854000,0.8,192,5018826
7959,1854000,0.8,192,5010042
7958,1854000,0.8,192,5021266
7957,1854000,0.8,192,4993450
7956,1854000,0.8,192,5008822
7955,1854000,0.8,192,5004186
7954,1854000,0.8,192,4996134
7953,1854000,0.8,192,5025414
7952,1854000,0.8,192,5017850
7951,1854000,0.8,192,5001746
7950,1854000,0.8,192,5011750
7949,1854000,0.8,240,4991536
7948,1854000,0.8,240,5003736
7947,1854000,0.8,240,4992756
7946,1854000,0.8,240,5022524
7945,1854000,0.8,240,4993244
7944,1854000,0.8,240,5008860
7943,1854000,0.8,240,4983484
7942,1854000,0.8,240,4990804
7941,1854000,0.8,240,5005200
7940,1854000,0.8,240,5004224
7939,1854000,0.8,240,5022036
7938,1854000,0.8,240,5014228
7937,1854000,0.8,240,5024476
7936,1854000,0.8,240,4998856
7935,1854000,0.8,240,5008372
7934,1854000,0.8,240,5001540
7933,1854000,0.8,240,5000808
7932,1854000,0.8,240,4987388
7931,1854000,0.8,240,4988852
7930,1854000,0.8,240,5013008
7929,1854000,0.8,240,5029112
7928,1854000,0.8,240,5001540
7927,1854000,0.8,240,5044972
7926,1854000,0.8,240,5013008
7925,1854000,0.8,240,5013984
7924,1854000,0.8,240,5026916
7923,1854000,0.8,240,5035456
7922,1854000,0.8,240,5010080
7921,1854000,0.8,240,5022524
7920,1854000,0.8,240,4991048
7919,1904000,0.2,100,906655
7918,1904000,0.2,100,927395
7917,1904000,0.2,100,928371
7916,1904000,0.2,100,931299
7915,1904000,0.2,100,926419
7914,1904000,0.2,100,908119
7913,1904000,0.2,100,913731
7912,1904000,0.2,100,919099
7911,1904000,0.2,100,922027
7910,1904000,0.2,100,920807
7909,1904000,0.2,100,926663
7908,1904000,0.2,100,915195
7907,1904000,0.2,100,923735
7906,1904000,0.2,100,929591
7905,1904000,0.2,100,920075
7904,1904000,0.2,100,930567
7903,1904000,0.2,100,919587
7902,1904000,0.2,100,913243
7901,1904000,0.2,100,922027
7900,1904000,0.2,100,920075
7899,1904000,0.2,100,920075
7898,1904000,0.2,100,917147
7897,1904000,0.2,100,936179
7896,1904000,0.2,100,933251
7895,1904000,0.2,100,920807
7894,1904000,0.2,100,924223
7893,1904000,0.2,100,907143
7892,1904000,0.2,100,912511
7891,1904000,0.2,100,914463
7890,1904000,0.2,100,928127
7889,1904000,0.2,144,995499
7888,1904000,0.2,144,989155
7887,1904000,0.2,144,981347
7886,1904000,0.2,144,987203
7885,1904000,0.2,144,988667
7884,1904000,0.2,144,984275
7883,1904000,0.2,144,994767
7882,1904000,0.2,144,997451
7881,1904000,0.2,144,981347
7880,1904000,0.2,144,984275
7879,1904000,0.2,144,988179
7878,1904000,0.2,144,975735
7877,1904000,0.2,144,984275
7876,1904000,0.2,144,979151
7875,1904000,0.2,144,990131
7874,1904000,0.2,144,985983
7873,1904000,0.2,144,994767
7872,1904000,0.2,144,988667
7871,1904000,0.2,144,1003551
7870,1904000,0.2,144,990619
7869,1904000,0.2,144,983787
7868,1904000,0.2,144,990131
7867,1904000,0.2,144,989155
7866,1904000,0.2,144,986227
7865,1904000,0.2,144,971831
7864,1904000,0.2,144,993303
7863,1904000,0.2,144,999891
7862,1904000,0.2,144,994767
7861,1904000,0.2,144,985007
7860,1904000,0.2,144,978175
7859,1904000,0.2,192,1072717
7858,1904000,0.2,192,1059053
7857,1904000,0.2,192,1066861
7856,1904000,0.2,192,1072961
7855,1904000,0.2,192,1070765
7854,1904000,0.2,192,1069545
7853,1904000,0.2,192,1066373
7852,1904000,0.2,192,1074425
7851,1904000,0.2,192,1067593
7850,1904000,0.2,192,1076865
7849,1904000,0.2,192,1072473
7848,1904000,0.2,192,1069057
7847,1904000,0.2,192,1063445
7846,1904000,0.2,192,1063201
7845,1904000,0.2,192,1071497
7844,1904000,0.2,192,1076377
7843,1904000,0.2,192,1075157
7842,1904000,0.2,192,1059785
7841,1904000,0.2,192,1078329
7840,1904000,0.2,192,1072229
7839,1904000,0.2,192,1073937
7838,1904000,0.2,192,1072229
7837,1904000,0.2,192,1056613
7836,1904000,0.2,192,1081745
7835,1904000,0.2,192,1061737
7834,1904000,0.2,192,1066373
7833,1904000,0.2,192,1060029
7832,1904000,0.2,192,1069057
7831,1904000,0.2,192,1068325
7830,1904000,0.2,192,1069057
7829,1904000,0.2,240,1152430
